The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Jocelyn A.,5.0,4/18/2019,"I went to New Orleans for the first time last year.  One of the first things on my New Orleans bucket list was a shrimp po' boy.  Despite all of my research on ""the best"" po' boys, I ended up leaving New Orleans highly disappointed in the sandwich.  I thought maybe I just didn't like this style of sandwich until I went to Second Line in Memphis.The Second Line is just about as cute of a restaurant as you can get.  Housed in a (literal) house in Midtown, you instantly feel welcome and at ease when you walk through the door.  We went for lunch, and the all-day menu leans lunch, so that is when I would recommend going (although sandwiches for dinner are cool too).I have been wanting to try another po' boy since my disappointing experience in New Orleans, and The Second Line seemed to be as good a place as any to give it a go.  Let me tell you, this shrimp po' boy was everything I was hoping for in NOLA, and more!  The shrimp tasted fresh and were just lightly fried (meaning NOT greasy) and the sandwich was perfectly dressed.  Others in our party had the oyster po' boy and loved it as well.  Sides are really important to me and the Second Line has an excellent selection of tasty sides.  In fact, we thought their greens were some of the best we've ever had.I would definitely head to The Second Line if you are in Memphis.  They have a lovely patio as well, so perhaps opt to visit during patio season.",1,93,417,704,1
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Jason D.,5.0,4/23/2019,"This place. This place The Second Line!  Stupid good. You don't want to work?  I'm there. I got an idea. 74 degrees in April!  Patio on a Tuesday. Let's get a local beer and The Verno!  Braised chicken thigh po boy!!!  It's so good you just want to suck on it!  You can't do this too many days in a row, but you can do it today!",5,42,124,119,1
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Ronnie H.,5.0,12/12/2016,Ok so I don't know how I have missed this place. I was told twice last week to come here and check it out. So here I am. First of all I LOVE THE ATMOSPHERE. The place is cool and is located in the cool Overton Square area. So there is not a lack of great places to eat over here. We are here for lunch so we ordered the BBQ shrimp. They brought us the cheese fries and told us they messed up so they let us keep them. The fries were perfect and the cheese and sausage was spectacular. The shrimp comes out in a cast iron skillet. OMG. The bread is fresh from New Orleans. On point. I then had the roast beef po boy and my wife had the po boy hamburger. Both were wonderful. They have a wonderful lunch special. Half po boy and fries for $10. BARGAIN. I have seen a few not so great reviews for this place. I don't get it. I love it. If you don't that is ok. We just can't be friends.,0,19,26,6,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Shirnell P.,2.0,9/12/2020,I wasn't impressed with this location spot. So me and my wife decided to get the roast beef sandwich Po boy. I had the fried Oyster Po boy. The waitress brought the food slang the plate down. The roast beef had a cup of brown sauce in it. The sauce went all over my wife new white blouse. Are you kidding me. We are visiting from out of town. She said Sorry. Really lady. The roast beef was cold. 16.00 dollars for a cold roast beef. My Oyster was okay I thought it would have been bigger for a 18.00 dollars sandwich. It didn't have many oyster on it. Here come the bill 43.00 No discount are anything for my wife blouse.,0,0,2,0,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Noel W.,1.0,4/11/2021,"This is the most unprofessional establishment I've ever had the displeasure of calling in to. I have a friend in town who wanted to go out for seafood. I looked up this restaurant and was impressed by the reviews. I called in ONCE to verify the time they close. Google says 9. Yelp says 8. A VERY RUDE man picked up the phone and abruptly asked ""Who is this!!"" I was taken aback and verified if I had called the second line restaurant. He stated I had been calling their business all day. Again, this was the first (and last) time I had ever contacted this business. I was so excited to try this place but will never in my life patronize this place. I called back to speak to a manager or owner and no one would speak to me. Another guy picked up and gave me the name ""Steve"" for the last guy that answered. No one apologized and were very dismissive of the way I felt after being treated like a lowlife for simply calling this restaurant.",0,77,3,0,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Susan D.,5.0,9/12/2020,We ate here today for lunch. It was wonderful. We sat near the gentleman below complaining of the au jus being spilled on his wife. It was an honest and minor accident. The staff profusely apologized. They did everything they could to help her get the stain out. These things happen. Lighten up. Also if you're going to post a negative review maybe tighten up that grammar! Our pimento cheese fries were delicious and our poboys were tasty.,1,78,266,135,1
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Kontji A.,3.0,7/13/2019,"First stop here...it was burger week so i had the ""special"".  it was a half portion for $5.99/ regularly $9.00...cheeseburger served on a french role!   I am kind of a burger purist but this one,  a  simple ( great burger blend, cheese, onion, pickle,  mayo ) cheeseburger was excellent.  I came solo, sometimes an unwelcomed occasion, however, Mary greeted me at the front door and was gracious and accommodating to a window seat...overlooking Monroe and Overton Square.  Ferran, my waitperson, was also delightful.  Attentive and available...he did not make me feel rushed, and exchanged my somewhat ""soggy"" fries with the extra crispy ones I had originally ordered. A never ending soda and water helped overcome the hot morning i had at the farmers market earlier.The menu looks yummy, nice beer selection, traditional and craft brews, med- to high priced entrees, brunch menu looks interesting...and the mixed drinks have creative concoctions and names...from what i have read...it looks like i will be back to try a Po boy soon.",0,1123,249,2271,1
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Shad W.,5.0,1/2/2019,"I think it has taken me forever to write a review for The Second Line because I almost don't know how to put into words how much I enjoy this place!If you're seeking an authentic New Orleans experience in Memphis, you're in the right place!This is that non-touristy restaurant that's perfect for tourists. My visits here over the years have been perfect for:*Gal pal dinners*Fun date nights*A business lunch that's not stuffy*Weekend brunch*Group fun*A casual cocktail*Delicious to-go orders The servers, bartenders and staff give me the feeling they are vetted and seasoned restaurant industry leaders. I promise, you will NOT find another restaurant with a more scrumptious beef po boy.  The beef is so tender and the oh-so-delicious gravy is always seasoned to perfection.  The menu item is called ""roast white oaks pasture beef with gravy + swiss."" YUMMY!!!!! You must ALSO try the ""the verno- braised chicken thighs + swiss"" po boy!""I should point out I'm more of a fish person than a beef person, but I would box someone to win a bite of their beef po boy. The fries and stewed greens are so good. I should add that vegans have a place in this space with the delicious veggie plate. I tend to get the same thing every time I go here, so these suggestions are a little unfair to the rest of the menu. Yet again, I must add that the cocktails are made to perfection! I am so very impressed by the owners' community engagement.  He feeds people in need every New Year's Day and also collects items they might need, and gets them haircuts. Just so you know, Chef Kelly English is a New Orleans native who trained under that city's celebrated Chef John Besh and English has won numerous awards for his amazing work here in Memphis. I really can't rave enough about this place. Try it!  Oh!  If you want something a little more fancy schmancy, go to English's restaurant right next door called Restaurant Iris.  They renovated the bar there so there are more seats and it really opened up the classy, but cozy restaurant. Laissez les bon temps rouler!",0,6,92,125,1
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Deans L.,2.0,10/25/2019,"Always on the edge ordering ""New Orleans"" food as that is where I am from. Been eying The Second Line for about a year and finally decided to check it out. The bar is pretty good and well stocked, but when it come to the food it failed live up to what I expected. The gumbo, I'm not sure what that was. The rice was mushy and the flavor did not remind me of home.",0,183,24,23,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Alexan G.,1.0,11/3/2019,"We were recommended this restaurant. Completely disappointed 5 out of 7 of my group. We sat at 11:20 am and didn't order u til 11:40, which was ok because we had to wait for 2 friends. After ordering, it took almost 45 mins before we got our food. The guy who delivers food to the table, used the restaurant and didn't wash his hand. Completely disgusting, but oh well, we were already there and had ordered.I got the chicken sandwich with onion rings. The chicken sandwich was soggy. Onion rings was good.We got the pancakes, which was nice a fluffy. Syrup wasn't overwhelming sweet, so that was actually pretty solid.The Gumbo was salty and too soupy. The catfish dish was mediocre.The OG w/ grit was avg. My friend said it didn't have any cajun flavor to it (and this is a cajun restaurant).Egg sizzle was average and El chappo ese? My friend said that was decent.Our server had a nice smile, but she didn't look like she wanted to serve us. No one apologized for the 45 min wait for our food and they charged us 20% gratuity tip.Horrible.",0,0,6,0,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Jody M.,4.0,5/17/2019,"Food Was Amazing!!! They were out of oysters which was sad, but what we had was very good. I had the beef & gravy poboy and husband had the shrimp poboy. We also had the crawfish & pimento cheese fries.Not impressed with the service...however we got there about 45 minutes before they closed so maybe they were just tired and ready to go home.",2,27,69,101,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Thea S.,5.0,10/1/2018,"If you want great New Orleans Cuisine... this is the place for you! The bartenders are awesome. The Fried Oyster Salad is ""crave-able"" (yes I crave it), and there's a spicy shrimp dish that makes you wanna slap somebody's Momma! (Never your own! ) This is the laid back version of Chef Kelly's restaurants. I've loved it since the opening and I'm a loyal patron. Just note that if you go between lunch and dinner hours, you may have a limited menu. Go for lunch or dinner time to stay on the ""safe side""",4,48,132,297,1
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Robert P.,1.0,2/1/2020,"I have never seen anything like this in all my life...My buddy and I just left a U of M basketball game and went out on the patio to have a late lunch. We sat there for 23:45 and were never even acknowledged... no ""be with you in a minute, or sorry we are busy"" Just nothing...We watched as the table next to us was served and yet the waiter never even looked at us. It's like we never existed...After 15 minutes of being ignored, I went in and asked the bartender for some service and he said someone will be out there shortly...Nothing happened. I've probably had 200 Verno's in my life..the best Po Boy in the city...Unfortunately, I won't ever get to eat one again.",0,0,5,0,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Alissa P.,3.0,2/15/2020,"The BBQ Shrimp appetizer was seriously one of the best things I've ever eaten! I think this might be my new favorite restaurant in Memphis. I also had the beef po boy and it was delicious, as well. A fun, charming spot! Update: We went to Second Line tonight to celebrate my birthday because it is (was) my favorite restaurant in town. However, they have changed their menu and increased their prices (none of this is reflected on their website). I tried to order the spinach Madeline as a side like I had in a previous visit, but it is now only offered as an appetizer in dip form with crawfish pieces mixed in. I asked the waitress if they could still do it as a side and she said it was ""pre-prepared"" like this and they were unable to. So for $14 we received a tiny skillet (smaller than my hand, legitimately) of spinach Madeline and maybe 4-5 small pieces of crawfish. Not worth the price at all! My husband and I each ordered the BBQ shrimp and although very tasty, not worth the $18 each for such a small portion of shrimp. I'm so frustrated by these changes in the menu and I write this not to slam on this restaurant, but as a plea to the owner to please revise the menu changes! We spent $64 and left hungry. As it stands now, we will not be returning.",0,11,11,4,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Matt S.,5.0,2/16/2019,"The BBQ Shrimp appetizer was seriously one of the best things I've ever eaten! I also had the roast beef po boy and it was delicious, as well. A fun, charming spot! I think this might be my new favorite restaurant in Memphis.",0,128,3,0,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Trip S.,5.0,11/15/2020,"Great great food--the chicken and sausage gumbo was the best I've ever had!  But, I need y'all to bring back the enchilada appetizer!  Go there, it's great!",0,3,14,0,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Bill M.,4.0,1/27/2020,Great food and service! The Verno may be the best thing in the menu! The Besh Shrimp and red beans and rice are also a great order!,0,5,149,10,1
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Gwen R.,4.0,10/4/2018,"This is a New Orleans-inspired restaurant, with tongue-in-cheek menu items/descriptions. We were pleasantly surprised by all 3 items we sampled: Besh BBQ shrimp was our favorite - never had it before and couldn't have predicted that Worcestershire and shrimp would have been a good combination; Andouille crawfish pimento cheese fries - Clearly cajun-inspired and while not a 'healthy' choice, my wife and I loved it; The Johnny snack Po Boy- unexpectedly delicious combo of ham and roast beef!Mid-level priced, and the service was great! Not much ambience, though outdoor seating is available",0,43,3,0,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Mark A.,5.0,4/25/2020,"Excellent food.  Love the roast beef po'boy, the chicken livers, and the Bloody Marys are the best I've ever had.",0,90,179,139,0
The Second Line,https://www.yelp.com/biz/the-second-line-memphis,4.0,304,0,2,"['Cajun/Creole', 'Comfort Food', 'Bars']",306,94,"['Sit-down dining', 'Outdoor seating', 'Social distancing enforced', 'Staff wears masks', 'Masks required']",2144 Monroe Ave,Laura L.,4.0,5/1/2019,"I have been here now for both lunch and dinner and I have to say that it is one of my favorite places to eat in Memphis.  I came here with a group for dinner and the fried chicken liver appetizer was an all-around favorite.  I ordered one of the catfish dinners and it was good but not as good as my companion's po boys looked.  After thinking about the po boys for a few weeks, I came back for lunch and ordered one myself.  They are fantastic!  The oysters were fresh and plump, not overcooked like most places.  The sandwiches come with a side and I recommend the greens.  The portions are pretty large, but don't let that stop you from ordering their bread pudding for dessert.Second Line is a nice relaxed spot with high-quality food.  They have both indoor and outdoor seating and can accommodate groups.  We saw a group having a birthday party there when we were having lunch - it looked like a great idea - maybe I'll do that this year.  Check it out, you won't be disappointed.",7,43,393,675,1
Bounty On Broad,https://www.yelp.com/biz/bounty-on-broad-memphis,4.5,273,1,3,"['American (New)', 'Seafood', 'Breakfast & Brunch']",331,98,['Delivery'],2519 Broad Ave,Shane D.,1.0,11/26/2020,Went there for Thanksgiving- poor choice. First off we had a bus boy come get our drink order. We order a charcuterie board. When it came out -no crostini's- asked for them and he said he was about to bring them out. Shouldn't they come out with other stuff. 3 of us ordered the Turkey Dinner. Sides were a la carte. We all wanted dressing so we each ordered the dressing from the real waiter. When we got our plates of food - dressing was on the plate along with a bowl that we ordered. We wouldn't have ordered it if we would have known it came with the meal. And unfortunately the cornbread dressing was not good. Most of the other items we had were ok but not great for the prices we paid. Very disappointed in our experience - too many good restaurants in Memphis to waste money at this place.,0,40,4,0,0
Bounty On Broad,https://www.yelp.com/biz/bounty-on-broad-memphis,4.5,273,1,3,"['American (New)', 'Seafood', 'Breakfast & Brunch']",331,98,['Delivery'],2519 Broad Ave,Brian S.,4.0,4/7/2019,"DOUBLE TO LEFT TO DRIVE IN THE GO AHEAD RUN IN THE BOTTOM OF THE EIGHTH!You won't leave hungry, my friend. I grabbed dinner here the other night with my daughter because we wanted to try something new. We neglected to make reservations, and I would encourage this if you can. We started with the cheese plate which was scrumptious. It came with some buttered toasts, several triangles of cheese varieties, pickled green beans, olives, and a ramekin of jelly. The mixture of flavors was amazing and went together well. We then had a salad which was good, but it had beets in it, and I'm not a huge beet fan. The dressing was good and the candied pecans were good, however. For the entree we had the pork tenderloin and it was KILLER good. It was cooked perfectly with great seasoning and a wonderful sauce. It also came with a sweet potato hash which was amazing. The mixture of flavors was really good with some garlic and sugar used in the preparation of the hash. Jeremy and Lee did a great job serving us. I would definitely go back.",0,12,241,370,1
Bounty On Broad,https://www.yelp.com/biz/bounty-on-broad-memphis,4.5,273,1,3,"['American (New)', 'Seafood', 'Breakfast & Brunch']",331,98,['Delivery'],2519 Broad Ave,Manka K.,5.0,10/18/2020,"I'm so glad we went to Bounty for our date night. The restaurant has the perfect vibe. We sat outdoors - they've done up the area beautifully with tents and heaters for the Memphis chilly weather. We're not big fans of Brussels sprouts and this place changed that for us completely. In fact, we were visiting stores in the neighborhood, and were recommended the Brussels sprouts every time we mentioned we were dining at Bounty. The Lamb was delicious too. Very flavorful. Highly recommend this place and do try their gin based cocktails!",0,92,27,2,0
Bounty On Broad,https://www.yelp.com/biz/bounty-on-broad-memphis,4.5,273,1,3,"['American (New)', 'Seafood', 'Breakfast & Brunch']",331,98,['Delivery'],2519 Broad Ave,Steven B.,4.0,9/14/2020,Great food. Good cocktails. All around fun. Portions are meant for sharing. Almost difficult to describe....but the combination of the food...how the food is served....the ambiance and atmosphere...makes this the perfect place for celebrating. Or maybe....makes you feel like celebrating. It's  very unique and worth a try.,0,12,72,3,0
Bounty On Broad,https://www.yelp.com/biz/bounty-on-broad-memphis,4.5,273,1,3,"['American (New)', 'Seafood', 'Breakfast & Brunch']",331,98,['Delivery'],2519 Broad Ave,Shawandra J.,5.0,9/2/2020,The food was exceptional. I had the fried oysters and the salmon was to die for. Not to mention the great customer service provided by my server Chad.,1,0,1,1,0
Bounty On Broad,https://www.yelp.com/biz/bounty-on-broad-memphis,4.5,273,1,3,"['American (New)', 'Seafood', 'Breakfast & Brunch']",331,98,['Delivery'],2519 Broad Ave,Vickie E.,4.0,12/9/2019,"Delicious family style portions.  We ordered flounder, brussel sprouts, broccolini, and scallops.  Delicious.",1,16,33,155,0
Bounty On Broad,https://www.yelp.com/biz/bounty-on-broad-memphis,4.5,273,1,3,"['American (New)', 'Seafood', 'Breakfast & Brunch']",331,98,['Delivery'],2519 Broad Ave,George K.,5.0,12/26/2020,"Nathaniel was our server and was super attentive and helpful. I had the Fig Old Fashioned, which was delicious, and the other guests had great cocktails as well. We started with the Fried Oysters and Crispy Brussel Sprouts for appetizers which were both superb. For entrees, the four of us split the Moroccan Spiced Lamb, Pork Shank, and Roasted Duck Leg. Each dish was so unique and so flavorful, with complimentary sides that really made them shine. We barely had room for dessert but couldn't pass up the Key Lime Pie. Two of our guests had a gluten allergy and pretty much everything on the menu is gluten-friendly, which is near impossible to find anywhere. Patrick, the general manager, came by to check on us towards the end of our meal which was a very nice touch. From the food to the service, we had an outstanding experience. It's already become our new favorite restaurant and I highly recommend it if you're a local or visiting!",0,87,11,3,0
Bounty On Broad,https://www.yelp.com/biz/bounty-on-broad-memphis,4.5,273,1,3,"['American (New)', 'Seafood', 'Breakfast & Brunch']",331,98,['Delivery'],2519 Broad Ave,Lindsay R.,5.0,5/25/2019,"Omg. My boyfriend has been wanting me to try this place for so long and we finally went since my birthday is next week. It was AMAZING. I had two cocktails which were awesome and he had one. He's been telling me about the Brussels sprouts so we had to try those, and we also had the pommes frites (my choice). I'm obsessed with goat cheese so these were especially delicious. We also had the pork shank. I want to go back soon so we can try more. Wow. The servings are gigantic; I'm a light eater typically but my boyfriend is not- we shared all three and have more for at least another full meal between us, possibly even two more meals.Our server was Jeremy and he was super friendly and gave great service. The hostess was also friendly as was our server assistant. A wonderful experience that I would recommend to all and hope to try again soon. Ps we had the chocolate nirvana for dessert and it was so good!",5,140,40,33,0
